panel,symbol,ensembl,mode_of_inheritance,confidence_level
PA1471,BRCA2,ENSG00000139618,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,BRIP1,ENSG00000136492,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,CBL,ENSG00000110395,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,CCDC8,ENSG00000169515,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,CDKN1C,ENSG00000129757,"MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)",3
PA1471,CEP57,ENSG00000166037,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,COG4,ENSG00000103051,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA1471,CUL7,ENSG00000044090,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,ERCC4,ENSG00000175595,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCA,ENSG00000187741,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCB,ENSG00000181544,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",3
PA1471,FANCC,ENSG00000158169,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCD2,ENSG00000144554,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCE,ENSG00000112039,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCF,ENSG00000183161,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCG,ENSG00000221829,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCI,ENSG00000140525,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FANCL,ENSG00000115392,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FBXO22,ENSG00000167196,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,FGFR3,ENSG00000068078,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA1471,GH1,ENSG00000259384,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA1471,GHR,ENSG00000112964,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,HMGA2,ENSG00000149948,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,HRAS,ENSG00000174775,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,IGF1,ENSG00000017427,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,IGF1R,ENSG00000140443,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA1471,IGF2,ENSG00000167244,"MONOALLELIC, autosomal or pseudoautosomal, maternally imprinted (paternal allele expressed)",3
PA1471,IGFALS,ENSG00000099769,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,INTS1,ENSG00000164880,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,KRAS,ENSG00000133703,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,LZTR1,ENSG00000099949,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",3
PA1471,MAP2K1,ENSG00000169032,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,MAP2K2,ENSG00000126934,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,MSTO1,ENSG00000125459,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,MTX2,ENSG00000128654,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,NBAS,ENSG00000151779,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,NBN,ENSG00000104320,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,NHLRC2,ENSG00000196865,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,NPR2,ENSG00000159899,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,NRAS,ENSG00000213281,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,OBSL1,ENSG00000124006,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,PALB2,ENSG00000083093,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,PIK3R1,ENSG00000145675,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,PLAG1,ENSG00000181690,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,PLK4,ENSG00000142731,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,PPP1CB,ENSG00000213639,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA1471,PTPN11,ENSG00000179295,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,RAF1,ENSG00000132155,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,RECQL4,ENSG00000160957,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,RIT1,ENSG00000143622,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,RRAS2,ENSG00000133818,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,RSPRY1,ENSG00000159579,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SHOC2,ENSG00000108061,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,SHOX,ENSG00000185960,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",3
PA1471,SLC13A1,ENSG00000081800,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SLF2,ENSG00000119906,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SLX4,ENSG00000188827,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SMC5,ENSG00000198887,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SOS1,ENSG00000115904,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,SOS2,ENSG00000100485,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",3
PA1471,SPOUT1,ENSG00000198917,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SPRED2,ENSG00000198369,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,SRCAP,ENSG00000080603,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",3
PA1471,STAT5B,ENSG00000173757,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",3
PA1471,TOP3A,ENSG00000177302,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,TRIM37,ENSG00000108395,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,UBE2T,ENSG00000077152,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,ZFP57,ENSG00000204644,"BIALLELIC, autosomal or pseudoautosomal",3
PA1471,CCDC186,ENSG00000165813,"BIALLELIC, autosomal or pseudoautosomal",2
PA1471,FOXP4,ENSG00000137166,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA1471,GGPS1,ENSG00000152904,"BIALLELIC, autosomal or pseudoautosomal",2
PA1471,KDM3B,ENSG00000120733,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA1471,LRRC8C,ENSG00000171488,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA1471,MAPK1,ENSG00000100030,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA1471,MRAS,ENSG00000158186,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA1471,NF1,ENSG00000196712,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA1471,NLRP2,ENSG00000022556,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",2
PA1471,NLRP5,ENSG00000171487,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",2
PA1471,NLRP7,ENSG00000167634,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",2
PA1471,PADI6,ENSG00000276747,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",2
PA1471,QSOX2,ENSG00000165661,"BIALLELIC, autosomal or pseudoautosomal",2
PA1471,RAD51,ENSG00000051180,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA1471,RAP1B,ENSG00000127314,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA1471,RASA2,ENSG00000155903,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",2
PA1471,SETD5,ENSG00000168137,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",2
PA1471,ZNF668,ENSG00000167394,"BIALLELIC, autosomal or pseudoautosomal",2
PA1471,A2ML1,ENSG00000166535,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",1
PA1471,ATRIP,ENSG00000164053,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,ATRX,ENSG00000085224,Unknown,1
PA1471,BTK,ENSG00000010671,"X-LINKED: hemizygous mutation in males, biallelic mutations in females",1
PA1471,CDC6,ENSG00000094804,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,CDT1,ENSG00000167513,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,CENPJ,ENSG00000151849,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,CHD7,ENSG00000171316,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,COL1A1,ENSG00000108821,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",1
PA1471,CREBBP,ENSG00000005339,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,CRIPT,ENSG00000119878,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,DHCR7,ENSG00000172893,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,DNA2,ENSG00000138346,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,DOK7,ENSG00000175920,Unknown,1
PA1471,EP300,ENSG00000100393,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,EPHX1,ENSG00000143819,Unknown,1
PA1471,ERCC6,ENSG00000225830,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,ERCC8,ENSG00000049167,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,FANCM,ENSG00000187790,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,FGD1,ENSG00000102302,"X-LINKED: hemizygous mutation in males, biallelic mutations in females",1
PA1471,FGF8,ENSG00000107831,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,FGFR1,ENSG00000077782,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,GAP43,ENSG00000172020,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,GHRHR,ENSG00000106128,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,GHSR,ENSG00000121853,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",1
PA1471,GINS2,ENSG00000131153,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,GINS3,ENSG00000181938,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,GLI2,ENSG00000074047,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,GLI3,ENSG00000106571,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,GPR161,ENSG00000143147,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,H19,ENSG00000130600,Other,1
PA1471,HDAC8,ENSG00000147099,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",1
PA1471,HESX1,ENSG00000163666,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",1
PA1471,IFT172,ENSG00000138002,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,IGFBP1,ENSG00000146678,Unknown,1
PA1471,IGFBP3,ENSG00000146674,Unknown,1
PA1471,INSR,ENSG00000171105,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,INTS8,ENSG00000164941,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,KDM6A,ENSG00000147050,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",1
PA1471,KHDC3L,ENSG00000203908,"BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal",1
PA1471,KMT2D,ENSG00000167548,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,LHX3,ENSG00000107187,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,LHX4,ENSG00000121454,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,LIG1,ENSG00000105486,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,LIG4,ENSG00000174405,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,MCM5,ENSG00000100297,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,NIPBL,ENSG00000164190,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,ORC1,ENSG00000085840,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,ORC4,ENSG00000115947,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,ORC6,ENSG00000091651,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,OTX2,ENSG00000165588,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,PAPPA2,ENSG00000116183,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,PCNT,ENSG00000160299,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,PITX2,ENSG00000164093,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,PNPLA6,ENSG00000032444,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,POU1F1,ENSG00000064835,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",1
PA1471,PROKR2,ENSG00000101292,"BOTH monoallelic and biallelic, autosomal or pseudoautosomal",1
PA1471,PROP1,ENSG00000175325,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,RAD21,ENSG00000164754,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,RAPSN,ENSG00000165917,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,RBBP8,ENSG00000101773,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,RNPC3,ENSG00000185946,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,RNU4ATAC,ENSG00000264229,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,ROR2,ENSG00000169071,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,RPL10,ENSG00000147403,"X-LINKED: hemizygous mutation in males, biallelic mutations in females",1
PA1471,RPS6KA3,ENSG00000177189,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",1
PA1471,RREB1,ENSG00000124782,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,SAMD9,ENSG00000205413,"MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown",1
PA1471,SHOX2,ENSG00000168779,Unknown,1
PA1471,SMARCAL1,ENSG00000138375,Unknown,1
PA1471,SMC1A,ENSG00000072501,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",1
PA1471,SMC3,ENSG00000108055,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,SOX2,ENSG00000181449,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,SOX3,ENSG00000134595,"X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)",1
PA1471,SPRED1,ENSG00000166068,"MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted",1
PA1471,TBCE,ENSG00000116957,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,THRB,ENSG00000151090,Unknown,1
PA1471,WRN,ENSG00000165392,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,XRCC4,ENSG00000152422,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,ZPR1,ENSG00000109917,"BIALLELIC, autosomal or pseudoautosomal",1
PA1471,VPS50,ENSG00000004766,"BIALLELIC, autosomal or pseudoautosomal",0
