"go","groesse","nA_3","nB_3","nA_4","nB_4","nA_5","nB_5","nA_11","nB_11","nA_13","nB_13","nA_14","nB_14","nA_15","nB_15","nA_17","nB_17","nA_18","nB_18","min_nA","min_nB","testbar","name"
"GO:0072599",56,12,849,13,889,0,138,19,1561,6,132,7,689,12,731,15,677,16,714,0,132,FALSE,"establishment of protein localization to endoplasmic reticulum"
"GO:0072655",143,32,849,33,888,6,138,70,1557,7,132,25,685,50,725,37,673,31,713,6,132,FALSE,"establishment of protein localization to mitochondrion"
"GO:0072659",322,83,835,84,873,5,138,90,1541,5,131,80,676,84,711,78,665,89,696,5,131,FALSE,"protein localization to plasma membrane"
"GO:0072665",90,25,847,24,887,3,138,40,1560,5,132,23,686,21,726,27,672,35,711,3,132,FALSE,"protein localization to vacuole"
"GO:0072666",67,19,849,17,889,3,138,29,1561,5,132,16,687,16,727,17,673,25,712,3,132,FALSE,"establishment of protein localization to vacuole"
"GO:0072676",132,47,846,50,886,12,137,27,1561,13,131,30,689,37,730,27,674,23,714,12,131,FALSE,"lymphocyte migration"
"GO:0072678",93,35,849,37,889,9,138,18,1563,9,132,20,691,25,732,15,676,13,716,9,132,FALSE,"T cell migration"
"GO:0072698",61,20,847,21,887,1,137,29,1558,3,132,24,689,14,730,13,677,20,716,1,132,FALSE,"protein localization to microtubule cytoskeleton"
"GO:0080164",80,22,848,22,888,1,138,19,1560,5,132,14,689,14,728,14,677,23,715,1,132,FALSE,"regulation of nitric oxide metabolic process"
"GO:0080171",121,41,848,42,888,4,138,34,1559,3,132,37,683,29,727,43,673,47,713,3,132,FALSE,"lytic vacuole organization"
"GO:0085029",66,24,850,23,890,3,138,17,1563,1,132,15,690,10,731,18,677,20,716,1,132,FALSE,"extracellular matrix assembly"
"GO:0086001",88,20,851,21,891,4,138,18,1562,5,132,16,689,24,730,17,678,20,716,4,132,FALSE,"cardiac muscle cell action potential"
"GO:0086002",64,14,851,15,891,4,138,10,1563,5,132,12,690,18,731,12,678,15,717,4,132,FALSE,"cardiac muscle cell action potential involved in contraction"
"GO:0086003",88,19,851,20,891,5,138,22,1562,6,132,19,689,23,730,17,677,21,716,5,132,FALSE,"cardiac muscle cell contraction"
"GO:0086009",60,14,851,15,891,4,138,12,1564,5,132,10,691,19,731,11,678,16,717,4,132,FALSE,"membrane repolarization"
"GO:0086065",59,14,851,16,891,3,138,12,1562,3,132,14,689,15,730,9,678,15,717,3,132,FALSE,"cell communication involved in cardiac conduction"
"GO:0089718",60,17,848,17,888,2,137,12,1562,2,131,12,689,15,730,17,675,13,714,2,131,FALSE,"amino acid import across plasma membrane"
"GO:0090049",83,21,850,21,889,0,138,15,1562,3,132,9,689,12,730,11,678,14,717,0,132,FALSE,"regulation of cell migration involved in sprouting angiogenesis"
"GO:0090068",302,109,831,114,871,8,135,108,1536,4,131,73,674,49,716,43,667,56,708,4,131,FALSE,"positive regulation of cell cycle process"
"GO:0090087",242,69,842,71,882,14,136,59,1552,9,129,51,687,66,726,47,675,47,712,9,129,FALSE,"regulation of peptide transport"
"GO:0090090",155,57,849,58,889,10,138,62,1560,7,131,45,686,46,728,35,677,48,715,7,131,FALSE,"negative regulation of canonical Wnt signaling pathway"
"GO:0090092",351,101,840,111,879,17,136,101,1548,12,132,70,684,74,721,64,671,75,707,12,132,FALSE,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"
"GO:0090100",119,37,848,40,888,6,138,40,1559,3,132,28,688,28,728,24,675,28,712,3,132,FALSE,"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"
"GO:0090101",220,61,843,67,882,12,136,61,1556,8,132,44,687,43,725,38,674,45,712,8,132,FALSE,"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"
"GO:0090102",51,14,851,16,891,4,138,14,1563,0,132,11,689,20,732,11,677,12,716,0,132,FALSE,"cochlea development"
"GO:0090109",70,26,848,27,888,3,138,24,1561,2,132,18,690,20,731,22,677,24,715,2,132,FALSE,"regulation of cell-substrate junction assembly"
"GO:0090130",109,43,847,45,887,5,137,39,1562,2,132,36,689,29,728,30,677,39,714,2,132,FALSE,"tissue migration"
"GO:0090132",104,41,847,42,887,5,137,38,1562,2,132,36,689,27,728,28,677,37,714,2,132,FALSE,"epithelium migration"
"GO:0090150",310,73,837,76,875,6,138,104,1543,10,131,51,676,80,713,70,665,73,692,6,131,FALSE,"establishment of protein localization to membrane"
"GO:0090174",145,36,841,39,880,6,138,39,1551,2,130,33,679,37,718,33,667,38,704,2,130,FALSE,"organelle membrane fusion"
"GO:0090207",56,10,850,11,889,3,138,16,1560,1,132,12,690,14,731,10,676,17,716,1,132,FALSE,"regulation of triglyceride metabolic process"
"GO:0090224",57,21,848,22,888,2,138,24,1561,1,132,13,690,11,731,10,677,14,716,1,132,FALSE,"regulation of spindle organization"
"GO:0090257",263,74,842,78,882,11,136,70,1551,10,130,49,684,75,723,53,674,57,710,10,130,FALSE,"regulation of muscle system process"
"GO:0090263",123,41,844,40,884,6,136,42,1556,4,130,30,690,35,728,28,675,35,712,4,130,FALSE,"positive regulation of canonical Wnt signaling pathway"
"GO:0090276",239,68,842,70,882,14,136,59,1552,9,129,50,687,64,726,46,675,47,712,9,129,FALSE,"regulation of peptide hormone secretion"
"GO:0090277",135,36,847,38,887,6,136,31,1558,2,130,27,689,38,729,29,676,31,714,2,130,FALSE,"positive regulation of peptide hormone secretion"
"GO:0090279",56,17,850,18,889,2,137,9,1563,2,131,7,690,11,731,13,677,14,716,2,131,FALSE,"regulation of calcium ion import"
"GO:0090287",411,133,841,140,879,25,136,122,1547,16,132,86,684,96,720,75,671,83,706,16,132,TRUE,"regulation of cellular response to growth factor stimulus"
"GO:0090288",143,54,849,50,887,11,137,44,1562,6,132,34,689,35,728,23,677,25,715,6,132,FALSE,"negative regulation of cellular response to growth factor stimulus"
"GO:0090303",72,27,849,27,889,2,138,16,1562,2,131,15,688,19,730,17,678,17,716,2,131,FALSE,"positive regulation of wound healing"
"GO:0090307",91,33,847,33,885,3,138,32,1557,4,131,21,687,18,730,16,676,20,713,3,131,FALSE,"mitotic spindle assembly"
"GO:0090316",95,26,840,26,880,3,138,39,1549,2,132,25,683,16,727,18,672,21,711,2,132,FALSE,"positive regulation of intracellular protein transport"
"GO:0090329",51,15,847,16,886,3,138,35,1561,0,132,17,688,7,729,3,675,4,713,0,132,FALSE,"regulation of DNA-templated DNA replication"
"GO:0090398",164,42,844,43,884,6,138,41,1548,3,132,29,684,23,723,19,671,23,710,3,132,FALSE,"cellular senescence"
"GO:0090497",61,27,851,28,891,1,138,18,1565,1,132,13,691,22,732,14,678,13,717,1,132,FALSE,"mesenchymal cell migration"
"GO:0090504",51,22,851,22,891,2,138,16,1564,0,132,14,690,14,730,12,678,11,717,0,132,FALSE,"epiboly"
"GO:0090505",50,21,851,21,891,2,138,16,1564,0,132,14,690,13,730,12,678,11,717,0,132,FALSE,"epiboly involved in wound healing"
"GO:0090559",91,31,850,33,890,5,138,23,1563,4,132,18,688,24,728,9,677,15,716,4,132,FALSE,"regulation of membrane permeability"
"GO:0090596",314,102,842,111,882,23,137,99,1553,18,131,88,682,108,728,65,669,75,705,18,131,TRUE,"sensory organ morphogenesis"
"GO:0095500",56,9,851,12,891,1,138,13,1564,1,132,3,690,15,732,15,677,10,716,1,132,FALSE,"acetylcholine receptor signaling pathway"
"GO:0097006",103,25,850,26,890,3,138,23,1563,2,132,22,689,26,731,26,675,22,715,2,132,FALSE,"regulation of plasma lipoprotein particle levels"
"GO:0097009",89,29,846,29,886,5,137,30,1556,5,131,26,685,27,731,22,675,24,713,5,131,FALSE,"energy homeostasis"
"GO:0097028",79,17,846,19,886,5,137,12,1562,3,131,11,689,16,730,11,676,12,714,3,131,FALSE,"dendritic cell differentiation"
"GO:0097035",72,29,849,28,889,2,138,29,1562,2,132,17,690,11,732,24,677,25,715,2,132,FALSE,"regulation of membrane lipid distribution"
"GO:0097061",94,28,848,28,888,3,137,29,1560,3,132,20,686,23,732,17,676,19,714,3,132,FALSE,"dendritic spine organization"
"GO:0097106",56,18,849,19,889,1,137,7,1561,0,132,11,689,11,730,4,676,7,715,0,132,FALSE,"postsynaptic density organization"
"GO:0097120",80,23,850,25,890,3,138,26,1563,3,132,17,690,27,731,18,677,21,716,3,132,FALSE,"receptor localization to synapse"
"GO:0097178",57,20,849,20,889,4,138,18,1563,3,132,11,690,14,731,13,678,12,717,3,132,FALSE,"ruffle assembly"
"GO:0097191",278,97,834,104,874,8,138,87,1546,11,131,61,682,76,720,56,667,70,704,8,131,FALSE,"extrinsic apoptotic signaling pathway"
"GO:0097192",81,29,846,33,886,2,138,23,1561,3,132,16,688,23,728,12,676,15,714,2,132,FALSE,"extrinsic apoptotic signaling pathway in absence of ligand"
"GO:0097193",377,112,827,113,867,16,135,116,1520,11,128,63,665,82,703,84,657,82,698,11,128,FALSE,"intrinsic apoptotic signaling pathway"
"GO:0097194",89,26,845,31,885,4,138,38,1554,3,131,21,688,24,725,17,673,22,714,3,131,FALSE,"execution phase of apoptosis"
"GO:0097237",154,34,845,35,885,8,138,37,1561,11,131,39,688,59,729,44,676,40,714,8,131,FALSE,"cellular response to toxic substance"
"GO:0097250",131,17,851,20,891,9,138,66,1560,16,131,27,689,53,726,41,673,30,714,9,131,FALSE,"mitochondrial respirasome assembly"
"GO:0097300",72,28,847,31,887,4,138,21,1559,3,132,17,687,18,728,16,674,16,714,3,132,FALSE,"programmed necrotic cell death"
"GO:0097305",312,91,837,95,876,21,137,82,1544,14,130,70,679,82,717,75,668,75,707,14,130,FALSE,"response to alcohol"
"GO:0097306",116,36,844,39,883,11,138,33,1555,5,131,30,686,34,725,27,675,34,713,5,131,FALSE,"cellular response to alcohol"
"GO:0097352",65,26,848,26,887,3,138,28,1562,3,131,15,689,20,730,23,675,29,712,3,131,FALSE,"autophagosome maturation"
"GO:0097479",66,22,850,25,890,5,138,23,1561,0,132,14,689,17,728,20,676,22,715,0,132,FALSE,"synaptic vesicle localization"
"GO:0097485",250,87,849,93,889,7,138,63,1558,7,131,57,687,70,730,52,677,50,714,7,131,FALSE,"neuron projection guidance"
"GO:0097529",284,97,845,103,885,20,137,69,1559,26,131,75,688,71,729,68,674,65,713,20,131,TRUE,"myeloid leukocyte migration"
"GO:0097530",176,70,850,74,890,16,137,50,1563,21,131,56,691,50,732,48,677,43,717,16,131,TRUE,"granulocyte migration"
"GO:0097553",199,66,842,72,882,9,138,48,1555,6,132,34,684,50,727,50,671,47,710,6,132,FALSE,"calcium ion transmembrane import into cytosol"
"GO:0097581",97,36,847,36,887,1,137,27,1557,0,130,29,683,25,724,19,675,20,712,0,130,FALSE,"lamellipodium organization"
"GO:0097696",176,73,844,74,885,5,138,49,1559,8,132,41,689,46,728,44,675,43,712,5,132,FALSE,"cell surface receptor signaling pathway via STAT"
"GO:0097720",58,18,849,19,889,0,138,11,1563,1,132,6,690,14,730,13,676,15,716,0,132,FALSE,"calcineurin-mediated signaling"
"GO:0097722",205,47,851,49,891,8,138,55,1564,6,132,39,690,42,730,66,675,65,713,6,132,FALSE,"sperm motility"
"GO:0097746",165,42,847,45,887,11,136,37,1560,11,130,40,687,44,728,48,674,46,712,11,130,FALSE,"blood vessel diameter maintenance"
"GO:0098534",50,15,849,15,889,0,138,32,1562,2,132,17,688,10,731,11,677,16,716,0,132,FALSE,"centriole assembly"
"GO:0098586",97,38,847,38,887,3,138,27,1559,2,132,14,688,14,730,23,676,20,715,2,132,FALSE,"cellular response to virus"
"GO:0098656",175,45,849,46,889,8,138,49,1562,3,132,49,689,43,731,38,677,49,714,3,132,FALSE,"monoatomic anion transmembrane transport"
"GO:0098659",138,40,850,42,890,8,138,31,1562,3,132,26,689,45,732,31,678,35,715,3,132,FALSE,"inorganic cation import across plasma membrane"
"GO:0098661",156,38,851,40,891,7,138,40,1565,2,132,41,691,41,732,34,678,43,716,2,132,FALSE,"inorganic anion transmembrane transport"
"GO:0098727",211,70,832,72,870,11,136,88,1532,7,131,37,678,40,719,34,670,41,701,7,131,FALSE,"maintenance of cell number"
"GO:0098732",70,14,846,15,885,3,138,33,1557,4,132,16,688,15,730,12,672,16,712,3,132,FALSE,"macromolecule deacylation"
"GO:0098739",225,69,844,70,884,12,137,52,1556,7,131,50,686,68,727,55,675,57,711,7,131,FALSE,"import across plasma membrane"
"GO:0098742",326,74,850,79,890,13,138,48,1563,12,132,56,690,70,729,57,677,75,715,12,132,FALSE,"cell-cell adhesion via plasma-membrane adhesion molecules"
"GO:0098754",181,43,846,44,886,10,138,44,1562,14,131,42,689,68,731,52,676,46,714,10,131,FALSE,"detoxification"
"GO:0098773",148,47,845,50,884,11,137,41,1560,3,131,28,691,35,730,24,676,28,711,3,131,FALSE,"skin epidermis development"
"GO:0098813",373,128,827,134,865,12,136,144,1527,10,130,92,672,51,721,63,665,63,700,10,130,FALSE,"nuclear chromosome segregation"
"GO:0098815",56,15,847,16,887,2,138,13,1561,1,132,8,688,13,730,7,675,6,714,1,132,FALSE,"modulation of excitatory postsynaptic potential"
"GO:0098869",110,26,848,27,888,6,138,29,1563,9,131,29,690,48,731,30,676,30,715,6,131,FALSE,"cellular oxidant detoxification"
"GO:0098876",171,40,832,41,871,3,138,42,1540,2,130,25,667,27,709,26,658,33,687,2,130,FALSE,"vesicle-mediated transport to the plasma membrane"
"GO:0098900",70,12,850,14,890,2,138,15,1562,2,132,10,689,14,729,8,676,13,715,2,132,FALSE,"regulation of action potential"
"GO:0098926",63,12,851,15,891,1,138,19,1564,1,132,5,690,16,732,17,677,11,716,1,132,FALSE,"postsynaptic signal transduction"
"GO:0098927",53,16,851,17,891,3,138,21,1563,2,132,16,689,11,729,14,676,19,716,2,132,FALSE,"vesicle-mediated transport between endosomal compartments"
"GO:0098930",74,20,851,22,891,4,138,26,1562,1,132,16,690,23,730,28,676,34,714,1,132,FALSE,"axonal transport"
"GO:0099003",283,82,843,95,882,10,138,80,1555,6,132,58,683,62,725,71,669,77,707,6,132,FALSE,"vesicle-mediated transport in synapse"
"GO:0099024",66,12,848,12,888,1,138,22,1561,1,132,13,690,15,731,15,676,22,715,1,132,FALSE,"plasma membrane invagination"
"GO:0099054",53,12,851,14,891,2,138,15,1563,2,132,10,690,12,731,12,678,18,717,2,132,FALSE,"presynapse assembly"
"GO:0099068",94,26,847,30,887,4,137,26,1558,2,132,27,689,19,728,15,676,16,712,2,132,FALSE,"postsynapse assembly"
"GO:0099072",124,41,848,47,888,6,138,46,1563,5,132,29,688,37,730,26,674,32,712,5,132,FALSE,"regulation of postsynaptic membrane neurotransmitter receptor levels"
"GO:0099084",65,19,848,20,888,1,137,9,1560,0,132,12,689,13,730,5,676,9,715,0,132,FALSE,"postsynaptic specialization organization"
"GO:0099111",234,56,845,55,884,8,137,79,1551,2,132,58,686,64,727,82,672,92,708,2,132,FALSE,"microtubule-based transport"
"GO:0099172",63,14,851,16,891,3,138,18,1563,3,132,13,690,16,731,16,678,23,717,3,132,FALSE,"presynapse organization"
"GO:0099173",269,76,841,81,881,9,136,74,1551,9,132,64,682,66,727,43,673,47,707,9,132,FALSE,"postsynapse organization"
"GO:0099175",163,45,842,49,882,5,136,52,1554,5,132,41,682,43,728,27,673,30,707,5,132,FALSE,"regulation of postsynapse organization"
"GO:0099504",246,65,845,75,884,9,138,68,1556,4,132,50,685,53,727,59,672,67,711,4,132,FALSE,"synaptic vesicle cycle"
"GO:0099518",69,17,850,17,889,3,138,20,1560,1,132,17,690,19,728,17,674,26,712,1,132,FALSE,"vesicle cytoskeletal trafficking"
"GO:0099565",128,35,846,38,886,4,138,33,1560,2,132,25,688,41,729,27,675,26,714,2,132,FALSE,"chemical synaptic transmission, postsynaptic"
"GO:0099587",138,40,850,42,890,8,138,31,1562,3,132,26,689,45,732,31,678,35,715,3,132,FALSE,"inorganic ion import across plasma membrane"
"GO:0099643",152,45,846,49,885,3,138,48,1559,3,132,32,687,34,728,38,673,42,711,3,132,FALSE,"signal release from synapse"
"GO:0101023",55,16,850,16,890,1,138,11,1564,0,132,7,690,9,732,8,678,12,716,0,132,FALSE,"vascular endothelial cell proliferation"
"GO:0104004",367,123,828,124,865,14,136,143,1527,8,128,85,670,100,709,94,660,97,699,8,128,FALSE,"cellular response to environmental stimulus"
"GO:0106027",104,30,847,32,887,3,137,31,1559,4,132,22,685,25,732,18,675,22,713,3,132,FALSE,"neuron projection organization"
"GO:0106106",168,54,841,53,881,11,135,69,1554,10,127,47,687,55,724,45,673,46,712,10,127,FALSE,"cold-induced thermogenesis"
"GO:0110020",114,29,848,30,888,2,138,35,1558,4,132,27,685,33,729,33,674,39,714,2,132,FALSE,"regulation of actomyosin structure organization"
"GO:0110053",299,92,842,93,882,7,137,86,1551,12,130,72,677,74,725,73,670,87,709,7,130,FALSE,"regulation of actin filament organization"
"GO:0120032",221,68,840,69,879,5,138,78,1552,7,132,51,683,55,721,57,672,68,710,5,132,FALSE,"regulation of plasma membrane bounded cell projection assembly"
"GO:0120034",125,34,845,34,885,3,138,43,1556,5,132,26,684,28,726,34,675,35,713,3,132,FALSE,"positive regulation of plasma membrane bounded cell projection assembly"
"GO:0120161",165,54,842,53,882,11,135,68,1555,10,127,47,688,55,724,45,673,46,712,10,127,FALSE,"regulation of cold-induced thermogenesis"
"GO:0120162",113,35,845,34,885,9,135,45,1560,9,128,27,688,37,725,27,674,26,714,9,128,FALSE,"positive regulation of cold-induced thermogenesis"
"GO:0120163",50,18,848,18,888,2,138,22,1560,1,131,19,691,17,731,17,677,20,715,1,131,FALSE,"negative regulation of cold-induced thermogenesis"
"GO:0120178",57,13,848,15,888,5,138,16,1561,2,132,12,689,14,732,9,676,13,714,2,132,FALSE,"steroid hormone biosynthetic process"
"GO:0120192",93,23,850,21,890,1,137,26,1565,3,132,27,691,20,729,24,677,27,717,1,132,FALSE,"tight junction assembly"
"GO:0120193",99,25,850,23,890,1,137,27,1565,3,132,29,691,23,729,27,677,30,717,1,132,FALSE,"tight junction organization"
"GO:0120254",185,51,849,55,889,9,138,52,1562,8,132,38,690,58,731,49,678,50,716,8,132,FALSE,"olefinic compound metabolic process"
"GO:0120316",54,16,851,15,891,3,138,18,1565,4,132,10,690,11,730,28,677,27,715,3,132,FALSE,"sperm flagellum assembly"
"GO:0140013",230,75,837,79,877,12,138,62,1550,3,132,47,684,32,726,39,664,36,704,3,132,FALSE,"meiotic nuclear division"
"GO:0140014",313,117,831,123,869,10,135,126,1532,8,130,83,667,52,721,54,666,56,704,8,130,FALSE,"mitotic nuclear division"
"GO:0140029",101,25,848,28,888,2,138,29,1562,2,130,14,686,23,728,17,673,25,706,2,130,FALSE,"exocytic process"
"GO:0140053",182,6,825,5,865,2,129,13,1442,2,115,4,625,4,658,5,638,6,680,2,115,FALSE,"mitochondrial gene expression"
"GO:0140056",83,20,845,21,883,0,138,27,1556,0,130,21,687,18,725,18,672,23,703,0,130,FALSE,"organelle localization by membrane tethering"
"GO:0140115",98,28,851,28,891,5,138,17,1564,2,132,20,690,34,732,18,678,24,717,2,132,FALSE,"export across plasma membrane"
"GO:0140238",90,21,848,26,888,3,138,27,1560,1,132,19,689,20,729,20,677,19,716,1,132,FALSE,"presynaptic endocytosis"
"GO:0140253",72,20,851,21,891,2,138,11,1565,1,132,10,691,20,730,13,678,15,716,1,132,FALSE,"cell-cell fusion"
"GO:0140353",61,24,851,24,891,7,138,17,1563,4,131,10,690,8,732,14,678,16,716,4,131,FALSE,"lipid export from cell"
"GO:0140374",83,30,845,31,885,0,135,26,1557,0,130,16,690,12,730,22,675,14,714,0,130,FALSE,"antiviral innate immune response"
"GO:0140527",72,22,847,22,887,3,138,23,1560,3,132,17,688,12,732,19,677,19,716,3,132,FALSE,"reciprocal homologous recombination"
"GO:0140632",56,14,850,15,890,0,138,17,1561,1,132,9,690,10,731,7,675,12,716,0,132,FALSE,"canonical inflammasome complex assembly"
"GO:0140694",480,119,817,129,852,11,134,157,1487,15,127,100,664,99,698,79,656,91,692,11,127,FALSE,"non-membrane-bounded organelle assembly"
"GO:0140719",72,11,842,13,881,0,136,28,1554,0,130,11,689,11,724,9,670,9,707,0,130,FALSE,"constitutive heterochromatin formation"
"GO:0140888",122,51,840,51,879,1,138,41,1550,2,131,35,684,28,727,37,674,31,713,1,131,FALSE,"interferon-mediated signaling pathway"
"GO:0140894",68,24,848,26,888,0,138,23,1564,0,132,16,691,14,731,13,676,12,715,0,132,FALSE,"endolysosomal toll-like receptor signaling pathway"
"GO:0140895",77,33,848,33,888,3,138,26,1564,4,132,22,690,22,731,20,676,27,715,3,132,FALSE,"cell surface toll-like receptor signaling pathway"
"GO:0140962",84,24,849,27,889,6,137,22,1563,3,132,18,689,26,731,27,676,23,714,3,132,FALSE,"multicellular organismal-level chemical homeostasis"
"GO:0141060",174,41,851,40,891,6,138,26,1564,12,132,20,691,35,732,33,678,24,717,6,132,FALSE,"disruption of anatomical structure in another organism"
"GO:0141061",165,41,851,40,891,6,138,25,1565,12,132,20,691,35,732,33,678,24,717,6,132,FALSE,"disruption of cell in another organism"
"GO:0141084",61,15,848,16,888,0,138,18,1559,1,132,9,689,10,731,7,673,13,714,0,132,FALSE,"inflammasome-mediated signaling pathway"
"GO:0141085",56,14,848,15,888,0,138,17,1560,0,132,9,689,10,731,7,674,13,714,0,132,FALSE,"regulation of inflammasome-mediated signaling pathway"
"GO:0141091",432,136,838,147,877,25,136,126,1546,15,132,90,681,99,720,88,669,102,703,15,132,TRUE,"transforming growth factor beta receptor superfamily signaling pathway"
"GO:0141137",60,15,846,17,886,0,136,25,1550,1,132,5,686,12,724,9,674,6,712,0,132,FALSE,"positive regulation of gene expression, epigenetic"
"GO:0141188",493,76,776,79,814,7,132,90,1423,7,120,43,634,39,669,34,638,34,669,7,120,FALSE,"nucleic acid catabolic process"
"GO:0141193",201,61,835,66,874,8,138,74,1545,6,132,47,682,44,723,36,664,42,706,6,132,FALSE,"nuclear receptor-mediated signaling pathway"
"GO:0150063",454,132,836,141,876,24,137,141,1550,15,130,103,681,129,725,98,668,110,704,15,130,TRUE,"visual system development"
"GO:0150076",112,32,847,32,887,3,138,21,1559,5,132,19,686,21,730,20,673,25,712,3,132,FALSE,"neuroinflammatory response"
"GO:0150077",52,18,851,17,891,1,138,10,1564,1,132,10,690,6,732,8,677,8,716,1,132,FALSE,"regulation of neuroinflammatory response"
"GO:0150104",97,27,848,26,888,6,138,30,1563,5,132,27,688,33,731,22,677,25,716,5,132,FALSE,"transport across blood-brain barrier"
"GO:0150115",112,43,844,45,884,4,138,37,1556,3,132,32,687,30,726,31,675,33,712,3,132,FALSE,"cell-substrate junction organization"
"GO:0150116",75,27,847,28,887,3,138,26,1560,2,132,18,689,21,729,23,676,25,714,2,132,FALSE,"regulation of cell-substrate junction organization"
"GO:0170033",198,52,849,52,888,4,138,71,1562,3,132,41,691,56,730,53,676,61,715,3,132,FALSE,"L-amino acid metabolic process"
"GO:0170034",64,15,851,14,890,1,138,27,1563,1,132,16,691,12,731,19,677,24,716,1,132,FALSE,"L-amino acid biosynthetic process"
"GO:0170035",84,20,851,20,891,1,138,27,1565,0,132,15,691,27,732,24,678,25,717,0,132,FALSE,"L-amino acid catabolic process"
"GO:0170036",57,16,850,16,890,2,138,31,1562,2,132,12,688,18,731,16,676,12,716,2,132,FALSE,"import into the mitochondrion"
"GO:0170038",63,15,851,14,890,1,138,26,1563,1,132,16,691,11,731,19,677,24,716,1,132,FALSE,"proteinogenic amino acid biosynthetic process"
"GO:0170039",190,50,849,50,888,4,138,66,1562,3,132,40,691,54,730,53,676,60,715,3,132,FALSE,"proteinogenic amino acid metabolic process"
"GO:0170040",79,18,851,18,891,1,138,22,1565,0,132,13,691,27,732,24,678,24,717,0,132,FALSE,"proteinogenic amino acid catabolic process"
"GO:0170041",67,21,849,20,889,3,138,23,1564,3,132,15,690,18,732,17,678,17,716,3,132,FALSE,"non-proteinogenic amino acid metabolic process"
"GO:1900015",109,27,849,28,889,3,138,19,1563,3,132,19,690,24,732,17,677,20,716,3,132,FALSE,"regulation of cytokine production involved in inflammatory response"
"GO:1900016",55,14,850,15,890,1,138,7,1564,2,132,8,691,13,732,7,677,8,717,1,132,FALSE,"negative regulation of cytokine production involved in inflammatory response"
"GO:1900024",65,26,847,25,887,2,138,23,1560,2,132,16,688,18,730,20,676,15,715,2,132,FALSE,"regulation of substrate adhesion-dependent cell spreading"
"GO:1900046",72,30,850,31,890,4,138,24,1564,2,132,25,690,24,731,22,678,17,717,2,132,FALSE,"regulation of hemostasis"
"GO:1900047",52,20,851,21,891,3,138,17,1565,1,132,15,691,16,732,16,678,12,717,1,132,FALSE,"negative regulation of hemostasis"
"GO:1900076",79,25,846,25,886,2,137,36,1561,3,131,27,690,26,730,21,677,22,713,2,131,FALSE,"regulation of cellular response to insulin stimulus"
"GO:1900087",62,20,847,22,887,0,136,21,1554,0,131,10,685,8,726,7,676,10,714,0,131,FALSE,"positive regulation of G1/S transition of mitotic cell cycle"
"GO:1900180",166,49,840,49,880,5,137,57,1543,5,131,32,679,37,724,17,667,23,704,5,131,FALSE,"regulation of protein localization to nucleus"
"GO:1900181",50,14,848,14,888,2,138,13,1562,2,132,6,689,13,730,7,676,9,714,2,132,FALSE,"negative regulation of protein localization to nucleus"
"GO:1900182",102,30,843,30,883,3,137,38,1548,2,131,24,681,19,726,9,670,12,707,2,131,FALSE,"positive regulation of protein localization to nucleus"
"GO:1900225",51,13,850,14,890,0,138,16,1562,0,132,9,690,10,731,7,676,12,716,0,132,FALSE,"regulation of NLRP3 inflammasome complex assembly"
"GO:1900271",62,9,847,10,887,3,138,11,1560,3,132,10,689,16,731,7,678,9,713,3,132,FALSE,"regulation of long-term synaptic potentiation"
"GO:1900542",96,22,846,23,886,2,138,29,1556,3,132,19,685,26,725,23,674,22,713,2,132,FALSE,"regulation of purine nucleotide metabolic process"
"GO:1900744",52,16,850,16,890,4,138,16,1564,3,132,15,690,14,732,6,678,10,717,3,132,FALSE,"regulation of p38MAPK cascade"
"GO:1901016",53,15,850,16,890,4,138,16,1564,3,132,10,691,15,731,10,677,13,715,3,132,FALSE,"regulation of potassium ion transmembrane transporter activity"
"GO:1901019",74,21,848,23,888,5,138,16,1560,4,132,15,690,18,731,13,676,15,714,4,132,FALSE,"regulation of calcium ion transmembrane transporter activity"
"GO:1901099",51,19,849,20,889,1,138,10,1563,3,132,11,690,14,730,9,677,9,716,1,132,FALSE,"negative regulation of signal transduction in absence of ligand"
"GO:1901136",285,89,846,91,886,14,138,102,1555,10,132,77,684,89,725,75,671,85,707,10,132,FALSE,"carbohydrate derivative catabolic process"
"GO:1901184",75,33,848,33,888,4,138,31,1561,4,132,25,690,21,731,22,677,21,715,4,132,FALSE,"regulation of ERBB signaling pathway"
"GO:1901222",156,37,843,37,883,1,138,34,1559,2,131,20,685,32,728,27,674,30,712,1,131,FALSE,"regulation of non-canonical NF-kappaB signal transduction"
"GO:1901223",63,11,850,11,890,0,138,10,1564,0,132,5,689,9,731,9,678,12,716,0,132,FALSE,"negative regulation of non-canonical NF-kappaB signal transduction"
"GO:1901224",92,29,846,29,886,1,138,24,1561,2,131,15,688,24,731,20,675,20,714,1,131,FALSE,"positive regulation of non-canonical NF-kappaB signal transduction"
"GO:1901264",98,20,850,20,889,3,138,37,1560,6,130,29,687,16,729,25,676,24,715,3,130,FALSE,"carbohydrate derivative transport"
"GO:1901292",199,69,847,69,887,11,138,92,1557,5,132,55,684,62,726,50,671,55,712,5,132,FALSE,"nucleoside phosphate catabolic process"
"GO:1901293",355,79,845,82,885,14,138,165,1553,24,130,82,683,111,724,84,673,71,712,14,130,FALSE,"nucleoside phosphate biosynthetic process"
