"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"MEGF6",0.041226965943773,0.0369078940377518,0.0354425204752614,0.0355370430164875
"TPRG1L",0.0408886948738709,0.0373256540033394,0.0353788199236708,0.0359108872208441
"WRAP73",0.0401665592565495,0.0371035969745691,0.0357210154599196,0.0366666310988764
"TP73",0.0401665940847183,0.0371072285603765,0.0357197647669466,0.0366618347064768
"CCDC27",0.0452263776976422,0.0375365477774551,0.0453972175897936,0.0508633901272673
"SMIM1",0.047747836285929,0.0385659117135749,0.0458407587610201,0.0529481740878636
"LRRC47",0.0472897160428061,0.0394344533733802,0.0410363282728933,0.0435448499557977
"CEP104",0.0450507111708955,0.0397138316515484,0.0412281800986854,0.041350781468843
"DFFB",0.0450616718452889,0.0397077951133309,0.0411694242381335,0.0413389721316773
"C1orf174",0.0451141012871627,0.0385685452739754,0.0468960207037935,0.041568969134156
"AJAP1",0.0417084757290807,0.0362939802247369,0.0280095972726068,0.0299665921314024
"NPHP4",0.0443391383285874,0.0390101677201849,0.0501518992056203,0.0486569068058629
"KCNAB2",0.0443807188094189,0.0392478649154954,0.0505098153277344,0.0489179148787621
"CHD5",0.0440734054968077,0.0393532928121671,0.045929775554651,0.0442368525321746
"ENSG00000285629",0.045238905478111,0.0402928042035485,0.0472263548214775,0.0448451323807997
"RPL22",0.0455081913969488,0.0409326855554936,0.0470333402265519,0.0461452738647759
"RNF207",0.0453608387481929,0.0407332202549933,0.0470965550616165,0.0452774131501424
"ICMT",0.0480590711424516,0.0405661547278298,0.0497731186832481,0.0534383930633005
"HES3",0.048346295026031,0.039360787489086,0.0511252937654583,0.0562013932340755
"GPR153",0.047241255648643,0.037679652104142,0.045903720870224,0.0521461491051067
"ACOT7",0.0494563024960013,0.0399374397237161,0.0683605944080525,0.0454246503931405
"HES2",0.0452332794913482,0.0387434965603944,0.0449498103397612,0.0434609460284937
"ESPN",0.0452204604938571,0.0387364921265489,0.0449390378360692,0.0434526534418572
"TNFRSF25",0.053069027410466,0.0389753945162831,0.0425060748574625,0.0412405348842751
"PLEKHG5",0.0596445531112683,0.0474079962312408,0.0546428586926273,0.0499544811977103
"NOL9",0.0608926961901088,0.049208130676949,0.071831988608804,0.0653985249660096
"TAS1R1",0.0609897499957046,0.049346947271,0.0722721218786248,0.0669444978044503
"ZBTB48",0.065822865442374,0.051502849291161,0.0823757538715099,0.0983530547657743
"KLHL21",0.0618456630477599,0.0491480654294454,0.0803723874119223,0.0966072482006977
"PHF13",0.0619061086326568,0.0492118822178945,0.0807252523602956,0.0966556808718546
"THAP3",0.0611392669388563,0.0485697700352768,0.0761794923520146,0.0960453666815768
"DNAJC11",0.0458605121093449,0.041928851511893,0.0451813641084143,0.0404360781832574
"CAMTA1",0.0462269001617165,0.0467511985647312,0.053273464993104,0.0471195715603817
"VAMP3",0.0453094436610121,0.0455173348881617,0.0454361331464914,0.041739770563907
"PER3",0.0454588062211556,0.0462393862446657,0.0459367866326834,0.0417576037246501
"UTS2",0.0444991398299647,0.0442184257094295,0.0388154741602697,0.0344388843236524
"TNFRSF9",0.0489482337257331,0.0478520732646418,0.0513212445589158,0.0473961275634603
"PARK7",0.0497014682685613,0.0487876631094914,0.0534887649009295,0.0495454441871865
"ERRFI1",0.06718219876992,0.0576298137964117,0.0883390766808577,0.0761443859872119
"SLC45A1",0.0505126735454974,0.0451210653037984,0.0423958847857625,0.0482760018660226
"RERE",0.0606697947286577,0.0535936152726298,0.0744436718694926,0.080262169108406
"ENO1",0.0625065961682776,0.0527836083805532,0.0752955458561221,0.0825261787657069
"CA6",0.0524267585353363,0.0487493554233526,0.049833626756692,0.0573164929507346
"SLC2A7",0.0446168487645705,0.0410414679865554,0.0484579747545486,0.0466619923424536
"SLC2A5",0.0452432699684531,0.0405038971551127,0.0505778207722114,0.049272087946365
"GPR157",0.0529403087616758,0.0430867173298086,0.0600343460165238,0.0568622432849033
"H6PD",0.0552558921523207,0.0429072495802803,0.063708836258544,0.0460066826942024
"SPSB1",0.0610820676509638,0.0483234242250045,0.0550954774597013,0.0705764361351542
"SLC25A33",0.0445904151612233,0.0390065644094436,0.0542081519284022,0.040892863133051
"TMEM201",0.0465729905470055,0.0382783251767869,0.0541773565901854,0.0416573180060292
"PIK3CD",0.043672288782081,0.0358768556808053,0.0418108055699533,0.0355855413433084
"CLSTN1",0.0468759605824548,0.0420211344768202,0.0455046646400646,0.0396329758354341
"CTNNBIP1",0.0562801414724419,0.0420752694285151,0.0454088350752631,0.0450465744138416
"LZIC",0.0524922728942236,0.0418709456534023,0.0445209429409339,0.0444183269962073
"NMNAT1",0.0524843910440114,0.0418714008207478,0.0445185723762951,0.0444179352521905
"RBP7",0.0450705989624988,0.0440497579376116,0.0433513255965054,0.0431671713639427
"UBE4B",0.0493412499278751,0.0457218318201835,0.0558474417263733,0.0450029748736767
"KIF1B",0.0543338902852166,0.048944235959897,0.0675369833771992,0.0491559627614486
