symbol,delta,n_sonden,donorkons
ACAD11,0.025912269601352022,11,0.8181818181818182
ACAD8,0.017464958975474204,14,0.8571428571428571
ACAD9,0.015095688477697192,14,0.7857142857142857
ACADL,0.0283371429810805,9,0.7777777777777778
ACADM,0.018046132963899175,15,0.6666666666666666
ACADS,0.010143463636968476,9,0.5555555555555556
ACADSB,0.014496105904791175,11,0.7272727272727273
ACADVL,0.025363844513562207,11,0.8181818181818182
ACAN,-0.04189858753148485,11,0.8181818181818182
ACAP1,0.05246012849104416,5,1.0
ACAP2,0.0256302612128526,10,0.9
ACAP3,0.011306052284027788,8,0.625
ACAT1,0.007890135224748386,11,0.6363636363636364
ACAT2,0.019806285991962897,14,0.7142857142857143
ACBD3,0.013937652660006692,12,0.9166666666666666
ACBD4,0.018607953383881014,23,0.8260869565217391
ACBD5,0.020256781174297148,15,0.7333333333333333
ACBD6,0.017449113891014615,12,0.8333333333333334
ACBD7,0.025236579610962685,8,0.875
ACCN1,0.03285574272477631,23,0.8260869565217391
ACCN2,0.025316992602088417,11,0.7272727272727273
ACCN3,0.025541235901183693,13,0.8461538461538461
ACCN4,0.01511131373799168,18,0.7222222222222222
ACCN5,0.04145944829691715,3,1.0
ACCS,0.00787594817993727,13,0.6923076923076923
ACCSL,0.05207556547361436,4,1.0
ACD,0.018964494180482627,27,0.7407407407407407
ACE,0.016710384412094992,13,0.6923076923076923
ACE2,0.04093214865153158,6,0.8333333333333334
ACER1,0.02773406765421302,7,0.7142857142857143
ACER2,0.03834774498305565,3,1.0
ACER3,0.021584939381180505,6,0.6666666666666666
ACHE,0.012193623047410165,16,0.8125
ACIN1,0.017534918475150763,17,0.7647058823529411
ACLY,-0.007274947998841987,16,0.9375
ACMSD,0.04127763542338258,3,1.0
ACN9,0.020779393054500238,7,1.0
ACO1,0.024571384354362333,9,1.0
ACO2,0.02161144913059821,13,0.7692307692307693
ACOT1,0.037816146242656196,3,1.0
ACOT11,0.005053517541432848,6,1.0
ACOT12,0.02565179579830477,5,0.6
ACOT13,0.014366957743901976,15,0.6
ACOT2,0.02068161524762376,7,0.5714285714285714
ACOT4,0.012367598907950233,10,0.9
ACOT6,0.03797731477236741,6,1.0
ACOT7,0.016965926064675594,29,0.7586206896551724
ACOT8,0.022685005170405545,10,0.9
ACOT9,0.027295392748671474,11,1.0
ACOX1,0.012938083655355065,12,0.75
ACOX2,0.07659691911012427,5,1.0
ACOX3,0.02322730906746982,31,0.8387096774193549
ACOXL,0.03473254980514028,11,0.8181818181818182
ACP1,0.010329772500869737,17,0.5882352941176471
ACP2,0.019025165975975165,15,1.0
ACP5,0.016304644507121466,14,0.7857142857142857
ACP6,0.011953319406506183,15,0.8666666666666667
ACPL2,-0.011953906841435907,15,0.8
ACPP,0.04961654588166068,3,1.0
ACPT,0.01578319952842716,8,0.75
ACR,0.043239070466254886,5,1.0
ACRBP,0.01619932718868393,6,1.0
ACRC,0.01515817356257674,8,0.75
ACRV1,0.012000335843871501,4,0.5
ACSBG1,0.04980533748368275,5,1.0
ACSBG2,0.031978328260921805,5,1.0
ACSF2,0.02520642988836373,7,0.8571428571428571
ACSF3,0.02260064033141016,29,0.7931034482758621
ACSL1,0.015008940671990616,18,0.7777777777777778
ACSL3,0.026561034002875926,15,0.7333333333333333
ACSL4,0.04232769931895659,11,1.0
ACSL5,0.04053185442062633,16,0.9375
ACSL6,0.014414342655735275,9,0.7777777777777778
ACSM1,0.04173917512581437,6,0.8333333333333334
ACSM3,0.04670695266318333,7,1.0
ACSM4,0.04443543280529539,3,1.0
ACSM5,0.029953918789005867,5,0.8
ACSS1,0.02096248386105665,12,0.6666666666666666
ACSS2,0.03057691659389645,8,0.875
ACSS3,0.024052071576778376,13,0.8461538461538461
ACTA1,0.02443174496503072,17,0.7058823529411765
ACTA2,0.028539102025070925,33,0.7575757575757576
ACTB,0.005205051913024068,11,0.7272727272727273
ACTBL2,-0.03173812277484063,7,0.7142857142857143
ACTC1,0.029755929979970723,8,1.0
ACTG1,0.00720859850996483,15,0.6666666666666666
ACTG2,0.019380493876757533,7,0.7142857142857143
ACTL6A,0.025715974174929192,11,0.8181818181818182
ACTL6B,0.04971415742985339,5,1.0
ACTL7A,0.022567122956342167,5,0.8
ACTL7B,0.027607562742576426,8,1.0
ACTL8,0.017702876401389466,5,1.0
ACTL9,0.03401334424645094,12,0.75
ACTN1,0.015266016872983536,9,0.7777777777777778
ACTN2,0.019316263091598434,10,0.7
ACTN3,0.016586076720021332,15,0.7333333333333333
ACTN4,0.013740114885157056,9,0.6666666666666666
ACTR10,0.030679801125430506,7,1.0
ACTR1A,0.019289914931916508,14,0.7857142857142857
ACTR1B,0.011361254299246476,13,0.6923076923076923
ACTR2,0.01940479468823314,10,0.7
ACTR3,0.01861924731568512,11,0.8181818181818182
ACTR3B,0.013392099125276146,6,0.6666666666666666
ACTR3C,0.027455764260135313,28,0.7857142857142857
ACTR5,0.03152078305763037,8,1.0
ACTR6,0.019900048329871894,9,0.7777777777777778
ACTR8,0.01628895274452945,8,0.75
ACTRT1,0.010407106366758304,2,0.5
ACTRT2,0.025675865066939276,13,0.7692307692307693
ACVR1,0.014704774876585096,16,0.75
ACVR1B,0.011141010404496615,3,1.0
ACVR1C,0.02787745948980854,20,0.85
ACVR2A,0.026658149750796632,10,0.8
ACVR2B,0.0171619871492483,7,0.8571428571428571
ACVRL1,0.027660557289105173,13,0.8461538461538461
ACY1,0.017538696407098594,6,0.6666666666666666
ACY3,0.03478968010069896,13,0.8461538461538461
ACYP1,0.01517437493700603,10,0.8
ACYP2,0.02198341378693572,4,0.5
ADA,0.010231011736068038,5,0.6
ADAD1,0.022080342889608598,17,0.6470588235294118
ADAD2,0.03380826336067791,9,0.8888888888888888
ADAL,0.02120817995993445,17,0.7058823529411765
ADAM10,0.02392266650380443,7,0.7142857142857143
ADAM11,0.005163519087062529,6,0.6666666666666666
ADAM12,-0.034833111866152254,11,1.0
ADAM15,-0.00023723185078716388,8,0.625
ADAM17,0.02102833759330141,10,0.9
ADAM18,0.04117233932403264,6,0.8333333333333334
ADAM19,0.013640503422066965,9,0.5555555555555556
ADAM2,0.008233767835662107,7,0.7142857142857143
ADAM20,0.019243601026171148,2,0.5
ADAM21,0.0660097376777432,3,1.0
ADAM21P1,0.029799283298319837,2,0.5
ADAM22,0.014950324034727246,10,0.7
ADAM23,0.028582751676020132,9,0.8888888888888888
ADAM28,0.031124982563270186,3,1.0
ADAM29,0.0472346849478948,10,0.9
ADAM30,0.026749590868019344,9,0.7777777777777778
ADAM32,0.017111927097113823,10,0.7
ADAM33,0.02549565642371731,4,0.75
ADAM3A,0.059413670362599924,1,1.0
ADAM5P,0.032492817801894634,9,1.0
ADAM6,0.04039199076975282,4,1.0
ADAM7,0.06787382383512632,2,1.0
ADAM8,0.02805930183499164,6,0.8333333333333334
ADAM9,0.012535571680584686,17,0.5294117647058824
ADAMDEC1,0.035987868095361954,4,0.75
ADAMTS1,0.022023366504086914,9,0.6666666666666666
ADAMTS10,0.007423975241524062,8,0.75
ADAMTS12,0.034808118226751124,5,0.8
ADAMTS13,0.031745943326258956,4,0.75
ADAMTS14,0.0037086307607205587,9,0.5555555555555556
ADAMTS15,0.01743921361574168,12,0.6666666666666666
ADAMTS16,0.02289667528148174,20,0.6
ADAMTS17,0.01221997625628821,10,0.6
ADAMTS18,0.024302278204598547,9,0.7777777777777778
ADAMTS19,0.02170953414561367,8,1.0
ADAMTS2,0.01709762015851206,8,0.75
ADAMTS20,0.035401527460424846,8,0.75
ADAMTS3,0.020741670386872278,7,0.7142857142857143
ADAMTS4,0.030624915803196838,10,0.7
ADAMTS5,0.02993806488201736,13,0.9230769230769231
ADAMTS6,0.035359367365713976,11,0.8181818181818182
ADAMTS7,0.02867957966467276,6,0.6666666666666666
ADAMTS8,0.01501101151917001,17,0.6470588235294118
ADAMTS9,0.017154279943349747,7,0.5714285714285714
ADAMTSL1,0.02010632241821298,2,0.5
ADAMTSL2,0.018798355711869157,8,0.875
ADAMTSL3,0.013005213372837107,10,0.6
ADAMTSL4,0.01157536331312724,14,0.7857142857142857
ADAMTSL5,0.025437174827422075,9,0.6666666666666666
ADAP1,0.046627988726231445,3,1.0
ADAP2,0.03157676146804403,9,0.6666666666666666
ADAR,0.02587359184297484,27,0.7407407407407407
ADARB1,0.03675147799060648,30,0.7333333333333333
ADARB2,0.021325502714673705,12,0.9166666666666666
ADAT1,0.018650087247541036,11,0.8181818181818182
ADAT2,0.016880635566863332,14,0.5714285714285714
ADAT3,0.003647128626556215,17,0.8235294117647058
ADC,0.014775577465770809,17,0.7647058823529411
ADCK1,0.015313382590931108,11,0.8181818181818182
ADCK2,0.02069839423824689,10,1.0
ADCK4,0.014667218890431327,17,0.6470588235294118
ADCK5,0.02001238865731775,6,0.6666666666666666
ADCY1,0.004933067147655507,8,0.5
ADCY10,0.028850529995091866,6,0.6666666666666666
ADCY2,0.027073272550413818,6,0.5
ADCY3,0.03318045602154037,13,0.6153846153846154
ADCY4,0.033878059703632384,12,0.8333333333333334
ADCY5,0.019942154219292286,11,0.8181818181818182
ADCY6,0.030177792223111594,23,0.9565217391304348
ADCY7,0.02780677465490371,6,0.8333333333333334
ADCY8,0.023436047074203034,12,1.0
ADCY9,0.011715237855513403,10,0.6
ADCYAP1,0.0217690157831748,16,0.75
ADCYAP1R1,0.030500159955395765,12,0.8333333333333334
ADD1,0.019231071952686234,14,0.8571428571428571
ADD2,0.0278607020739985,23,0.782608695652174
ADD3,0.019597712108295376,22,0.7272727272727273
ADH1A,0.03750351946699246,2,1.0
ADH1B,0.04605770822083274,3,1.0
ADH1C,0.05134756512058185,4,1.0
ADH4,0.026656323944138374,1,1.0
ADH5,0.012330241591916105,10,0.6
ADH6,0.030962967342214473,4,0.5
ADH7,0.03900661615848332,2,0.5
ADHFE1,0.027257586007347585,8,1.0
ADI1,0.009420748921805227,6,0.8333333333333334
ADIG,-0.026019521009315073,5,1.0
ADIPOQ,0.05347714449644531,8,0.875
ADIPOR1,0.01331892804338319,17,0.5294117647058824
ADIPOR2,0.0021733279764773084,15,0.6
ADK,0.021768308479127092,20,0.85
ADM,0.005473872004051202,17,0.6470588235294118
ADM2,0.01728436492393914,10,0.8
ADNP,0.01668534075298806,14,0.5714285714285714
ADNP2,0.027165605901804796,8,0.75
ADO,0.016127210596952872,17,0.8235294117647058
ADORA1,0.029425327754279983,12,0.75
ADORA2A,0.027180050209739022,13,0.6923076923076923
ADORA2B,0.010270145415394382,12,0.6666666666666666
ADORA3,0.03511361237638057,8,0.875
ADPGK,0.018254172754016237,11,0.7272727272727273
ADPRH,-0.0025946345845803674,12,0.75
ADPRHL1,0.013739348599714532,27,0.7777777777777778
ADPRHL2,0.03199787817701785,7,0.8571428571428571
ADRA1A,0.030857681124332948,12,0.9166666666666666
ADRA1B,0.023049700576391413,9,0.6666666666666666
ADRA1D,0.01247231879378403,7,0.5714285714285714
ADRA2A,0.02274234683255231,15,0.8
ADRA2B,0.027190520380712947,10,0.7
ADRA2C,0.01249557955337971,14,0.6428571428571429
ADRB1,0.04018025521372756,9,0.7777777777777778
ADRB2,0.01723191968815504,11,0.7272727272727273
ADRB3,0.025447913503817525,13,0.7692307692307693
ADRBK1,0.017312874586453274,8,0.625
ADRBK2,0.00947245221235221,8,0.625
ADRM1,0.012489414056084653,9,0.8888888888888888
ADSL,0.02195832036810628,10,0.8
ADSS,0.007981756841670747,11,0.45454545454545453
ADSSL1,0.017770781464905603,13,0.6923076923076923
AEBP1,-0.0009436823365118521,9,0.8888888888888888
AEBP2,0.014948003640370505,7,0.8571428571428571
AEN,0.011014513620421858,16,0.5625
AES,0.01365681063029666,8,0.75
AFAP1,0.020427881365744034,28,0.7857142857142857
AFAP1L1,0.01386988916267975,5,0.6
AFAP1L2,0.01773312209136472,8,0.625
AFARP1,0.03038096860500336,6,1.0
AFF1,0.01899461807731537,30,0.6666666666666666
AFF2,0.02580813774939587,13,0.8461538461538461
AFF3,0.04416464878450389,17,0.8823529411764706
AFF4,0.020004980761769386,9,0.6666666666666666
AFG3L1,0.019117571097283088,11,0.9090909090909091
AFG3L2,0.014491688595115338,10,0.7
AFM,0.037891633717835826,2,1.0
AFMID,0.021518122962648215,8,1.0
AFP,0.0024021225600531215,1,0.0
AFTPH,0.01808915097330824,12,0.5
AGA,0.026163236334243594,7,1.0
AGAP1,0.022495694253189445,8,0.875
AGAP11,0.029876233036814772,15,0.8
AGAP2,0.02583920560413049,18,0.7777777777777778
AGAP3,0.016721884063562408,9,0.7777777777777778
AGAP4,0.03106239309764508,2,1.0
AGAP5,0.009933490607155602,7,0.7142857142857143
AGAP6,0.038372722561532874,3,1.0
AGAP7,0.032499468840846035,3,1.0
AGBL1,0.052856561493070685,6,1.0
AGBL2,0.022077510879382076,9,0.5555555555555556
AGBL3,0.020963276534361513,12,0.75
AGBL4,0.019546016610052973,14,0.6428571428571429
AGBL5,0.01324138883863031,17,0.6470588235294118
AGER,0.03793285228724307,4,0.5
AGFG1,0.014967539440003789,9,0.4444444444444444
AGFG2,0.01946670723911953,8,0.75
AGGF1,0.027186242187500008,9,0.6666666666666666
AGK,0.019846729101447542,12,0.75
AGL,0.019242267187433753,21,0.6666666666666666
AGMAT,0.016434879638854212,5,0.4
AGPAT1,0.024625279856111723,67,0.8208955223880597
AGPAT2,0.017211605024546914,4,1.0
AGPAT3,0.018726742543895118,21,0.7142857142857143
AGPAT4,0.026466826269281603,18,0.9444444444444444
AGPAT5,0.020243923151282175,13,0.9230769230769231
AGPAT6,0.015504995336242104,11,0.45454545454545453
AGPAT9,0.024839142782428728,12,0.9166666666666666
AGPHD1,0.01855102922465093,11,0.7272727272727273
AGPS,0.004074873768255179,12,0.75
AGR2,0.028777422637041597,4,0.5
AGR3,0.016497742296048157,5,0.4
AGRN,0.01681771426042888,8,0.875
AGRP,0.0316211008040591,7,0.8571428571428571
AGT,0.03080374729531036,7,0.8571428571428571
AGTPBP1,0.020524157042262323,5,0.6
AGTR1,0.02772229125165193,15,0.6666666666666666
AGTRAP,0.012765705871134467,13,0.7692307692307693
AGXT,0.044327958843745706,7,0.8571428571428571
AGXT2,0.02066849717097491,4,0.75
AGXT2L1,0.028025444180749693,6,0.8333333333333334
AGXT2L2,0.03403351130968697,8,1.0
AHCTF1,0.01790303003182506,7,0.7142857142857143
AHCY,0.020810703836912938,24,0.7916666666666666
AHCYL1,0.02969663082175492,13,0.9230769230769231
AHCYL2,0.014414823445388004,15,0.8666666666666667
AHDC1,0.004574678574893201,39,0.7692307692307693
AHI1,0.015191466733036472,15,0.6666666666666666
AHNAK,0.023040618674651653,21,0.8571428571428571
AHNAK2,0.01162905007372943,9,0.6666666666666666
AHR,0.008963970754338666,10,0.6
AHRR,0.04247828354352653,3,1.0
AHSA1,0.0160180675901297,13,0.6923076923076923
AHSA2,0.012972013451987152,12,0.9166666666666666
AHSG,0.023717026439132673,7,0.7142857142857143
AHSP,0.04873783471110082,6,1.0
AICDA,0.06758335816796016,2,1.0
AIDA,0.01873107792098714,14,0.5714285714285714
AIF1,0.037196099950025784,6,0.8333333333333334
AIF1L,0.03534130782962736,3,1.0
AIFM1,0.031173714331531474,16,0.75
AIFM2,0.02882865745934113,18,0.7777777777777778
AIFM3,0.03745972992227616,17,0.9411764705882353
AIG1,0.016129681774588987,11,0.7272727272727273
AIM1,0.018616594638053104,15,0.7333333333333333
AIM1L,0.03615881003998002,5,1.0
AIM2,-0.044311721074955415,8,0.625
AIMP1,0.04048465035789233,15,0.9333333333333333
AIMP2,0.011817443926920327,11,0.7272727272727273
AIP,0.025865218226944417,11,0.7272727272727273
AIPL1,0.012361422159712044,8,0.625
AIRE,0.02192585038248814,17,0.7647058823529411
AJAP1,0.01126725666095098,9,0.5555555555555556
AK1,-0.07417494582135613,6,0.8333333333333334
AK2,0.019943632267718708,10,0.8
AK3,0.01812826405086357,6,0.3333333333333333
AK3L1,0.016911514380102043,15,0.8
AK5,0.01686129380075925,15,0.6
AK7,0.01820616793995934,14,0.6428571428571429
AKAP1,0.013995851110855672,16,0.8125
AKAP10,0.029867443053203782,8,0.875
AKAP11,0.011563820169858414,11,0.6363636363636364
AKAP12,0.027880431932847716,22,0.9090909090909091
AKAP13,0.023078154402588077,36,0.6944444444444444
AKAP14,0.04451065607255804,4,1.0
AKAP2,0.0077594749678148115,4,1.0
AKAP3,0.02711066178342571,3,0.3333333333333333
AKAP4,0.0528855114546144,5,1.0
AKAP5,0.01675808084007659,12,0.75
AKAP6,0.02609804184199457,13,0.6923076923076923
AKAP7,-0.03344259618202669,2,1.0
AKAP8,0.009039586990499554,12,0.75
AKAP8L,0.022947305560558403,14,0.8571428571428571
AKAP9,0.0212850622756687,9,0.7777777777777778
AKD1,0.021585494182941117,23,0.7391304347826086
AKIRIN1,0.01491348835779317,13,0.6153846153846154
AKIRIN2,0.019381392172945988,9,0.6666666666666666
AKNA,0.04562214816059826,6,1.0
AKNAD1,0.03934308201416631,7,0.7142857142857143
AKR1A1,0.02450500626684304,14,0.9285714285714286
AKR1B1,0.013232959651277435,12,0.8333333333333334
AKR1B10,0.038264345599377324,4,1.0
AKR1B15,0.035674836234423135,8,0.875
AKR1C1,0.033270626416626425,2,1.0
AKR1C2,0.05674548714654248,8,1.0
AKR1C3,0.016085404915588353,1,0.0
AKR1C4,0.038490346651402135,4,0.75
AKR1CL1,0.06251748753712194,4,0.75
AKR1D1,0.05227767641108352,5,1.0
AKR1E2,0.016293290149364797,10,0.7
AKR7A2,0.014438879837037793,12,0.8333333333333334
AKR7A3,0.032209981337665776,12,0.6666666666666666
AKR7L,0.01407015612535717,11,0.8181818181818182
AKT1,-1.4028948495956097e-05,12,0.6666666666666666
AKT1S1,0.021557644116819777,21,0.7619047619047619
AKT2,0.030248341680085906,17,0.8823529411764706
AKT3,0.013812390837516175,2,0.0
AKTIP,0.020311625145679246,16,0.8125
ALAD,0.019375545272692935,7,0.7142857142857143
ALAS1,0.007010955565526453,8,0.625
ALAS2,0.04008633595179692,4,0.75
ALB,-0.0005277363200230228,2,0.0
ALCAM,0.016925784754971033,14,0.7142857142857143
ALDH16A1,0.019028167786520143,6,0.6666666666666666
ALDH18A1,0.020459921616805432,13,0.7692307692307693
ALDH1A1,0.05888907164038376,1,1.0
ALDH1A2,0.020840095137684478,13,0.6923076923076923
ALDH1A3,0.021418953438434644,18,0.6666666666666666
ALDH1B1,0.030085227379968087,7,0.8571428571428571
ALDH1L1,0.018935233714572033,20,0.75
ALDH1L2,0.022705811542629177,9,0.7777777777777778
ALDH2,0.01761644650404711,9,0.6666666666666666
ALDH3A1,0.022857361196996325,20,0.8
ALDH3A2,0.018984281414929194,9,0.7777777777777778
ALDH3B1,0.032019859093943955,19,0.9473684210526315
ALDH3B2,0.04447585862196643,12,1.0
ALDH4A1,0.017859493852087203,21,0.6666666666666666
ALDH5A1,0.025201882547885433,9,0.7777777777777778
ALDH6A1,0.020658461986190185,14,0.8571428571428571
ALDH7A1,0.02166703289966439,10,0.7
ALDH8A1,0.0535116226502902,6,1.0
ALDH9A1,0.020440511347157093,8,0.625
ALDOA,0.01732833934670855,25,0.76
ALDOB,0.05396328038555691,5,1.0
ALDOC,-0.000501577064565253,11,0.7272727272727273
ALG1,0.021458811514448152,8,0.625
ALG10,0.0347130946187713,7,0.8571428571428571
ALG10B,0.025038357243162196,10,0.5
ALG11,0.01574171505844861,18,0.8888888888888888
ALG12,0.026136320033833194,17,0.8235294117647058
ALG13,0.009319285217906842,8,0.625
ALG14,0.012465618246366848,11,0.45454545454545453
ALG1L,0.03507990192138845,3,1.0
ALG1L2,0.05123534580335677,4,1.0
ALG2,0.0219931871026748,3,1.0
ALG3,0.015660209349925475,18,0.8333333333333334
ALG5,0.023414883255134255,12,0.6666666666666666
ALG6,0.0259564785145859,10,0.9
ALG8,0.01647558100336265,11,0.7272727272727273
ALG9,0.023481870148950885,14,0.8571428571428571
ALK,0.017940432986719778,12,0.5833333333333334
ALKBH1,0.019166379460160317,10,0.8
ALKBH2,0.014394875473092523,12,0.8333333333333334
ALKBH3,0.01478111936298372,12,0.75
ALKBH4,0.006402296233682913,8,0.75
ALKBH5,0.011365065577202987,14,0.8571428571428571
ALKBH6,0.027476230530272178,10,0.9
ALKBH7,0.033308432235833095,7,1.0
ALKBH8,0.027883428223968887,14,0.8571428571428571
ALLC,0.014839108751406885,19,0.631578947368421
ALMS1,0.023822258223273742,9,0.7777777777777778
ALMS1P,0.04770501942628948,8,1.0
ALOX12,0.026799787437360924,11,0.8181818181818182
ALOX12B,0.03427793468846713,8,1.0
ALOX12P2,0.04332356851363763,7,1.0
ALOX15,0.03498794148851252,8,0.75
ALOX15B,0.030814284272579973,5,1.0
ALOX5,0.023034335555588224,11,0.6363636363636364
ALOX5AP,0.026733479639850694,5,0.8
ALOXE3,0.02826985512348038,17,0.8823529411764706
ALPI,0.04342105160937568,6,0.8333333333333334
ALPK1,0.017961147863806187,12,0.75
ALPK2,0.02599927818087501,8,1.0
ALPK3,0.03186285385593593,10,0.8
ALPL,0.030477005366002025,30,0.7666666666666667
ALPP,0.021345885493072415,5,0.8
ALPPL2,0.02751541877500444,6,0.8333333333333334
ALS2,0.0197895994178977,14,0.6428571428571429
ALS2CL,0.021755381614000736,23,0.6956521739130435
ALS2CR11,0.024889974117686148,10,0.7
ALS2CR12,0.03065348921914874,5,0.6
ALS2CR4,0.025862775137663958,15,0.8
ALS2CR8,0.023185093838370405,12,0.4166666666666667
ALX1,0.019425884670619002,12,0.5
ALX3,0.026169526998054558,7,0.8571428571428571
ALX4,0.022617726617939968,44,0.75
AMAC1,0.031575680842257065,1,1.0
AMAC1L2,0.03404580080137617,3,1.0
AMAC1L3,0.033742021184405925,5,1.0
AMACR,0.023889127163830858,8,0.875
AMBN,0.013397355153691162,3,0.3333333333333333
AMBP,0.03250427565497008,3,1.0
AMBRA1,0.04465239654043745,8,0.875
AMD1,0.020788763599140593,19,0.7368421052631579
AMDHD1,0.02087087777692568,13,0.6923076923076923
AMDHD2,0.013112018200550697,13,0.46153846153846156
AMELX,0.053204036496088625,1,1.0
AMELY,0.032055282935716974,2,0.5
AMFR,0.012006314703173895,5,0.8
AMH,0.035328762594041975,6,1.0
AMHR2,0.015046648798449497,2,1.0
AMICA1,0.04601970635564826,15,0.9333333333333333
AMIGO1,0.011583460915279179,10,0.5
AMIGO2,0.015084006245415928,15,0.6666666666666666
AMIGO3,0.027409964538009316,15,0.8
AMMECR1,0.021785854363955255,25,0.8
AMMECR1L,0.005301388452922528,10,0.8
AMN,0.03311851681503973,7,1.0
AMN1,0.026673005250784552,11,1.0
AMOT,0.029467831360338877,16,0.6875
AMOTL1,0.016441167019860026,11,0.7272727272727273
AMOTL2,0.050048337931983385,16,0.6875
AMPD1,0.02332862383307155,5,0.6
AMPD2,0.018344868531074195,24,0.9583333333333334
AMPD3,-0.00392576348824812,24,0.9166666666666666
AMPH,0.00768239271845482,5,0.6
AMT,0.037705682379210056,10,0.8
AMTN,0.042320591579077645,3,0.6666666666666666
AMY1A,0.03509610856136608,1,1.0
AMY1B,0.03509610856136608,1,1.0
AMY1C,0.03509610856136608,1,1.0
AMY2B,0.009935680456928771,7,0.5714285714285714
AMZ1,0.03372069732549519,24,0.7916666666666666
AMZ2,0.011613646845770664,15,0.6
ANAPC1,0.016315613652671347,11,0.7272727272727273
ANAPC10,0.027290314945211155,18,0.8333333333333334
ANAPC11,0.01007091204662156,17,0.6470588235294118
ANAPC13,0.02114749974407682,28,0.7142857142857143
ANAPC2,0.015397622490971194,5,0.8
ANAPC4,0.017864578142805287,6,0.6666666666666666
ANAPC5,0.023627852835160015,18,0.8333333333333334
ANAPC7,0.02611179948338153,16,0.875
ANG,0.019173094673685515,28,0.8571428571428571
ANGEL1,0.01758221690679783,7,0.7142857142857143
ANGEL2,0.020931083412352787,10,0.8
ANGPT1,0.02919267005727859,9,0.7777777777777778
ANGPT2,0.026077356977819117,7,0.5714285714285714
ANGPT4,0.019764350229460523,7,0.7142857142857143
ANGPTL1,-0.09617774847012509,2,1.0
ANGPTL2,0.017764882078763228,6,0.6666666666666666
ANGPTL3,0.01194171405158236,3,0.0
ANGPTL4,0.01687387315464488,9,0.6666666666666666
ANGPTL5,0.013545890457290138,14,0.5714285714285714
ANGPTL6,0.02947672548230079,7,0.5714285714285714
ANGPTL7,-0.08513719957466394,6,1.0
ANK1,0.026435976258942107,23,0.8260869565217391
ANK2,-0.0001886389988586032,21,0.6190476190476191
ANK3,0.01962853979462531,11,0.6363636363636364
ANKAR,0.017765381336393538,5,0.6
ANKDD1A,0.021991536631808386,7,0.7142857142857143
ANKFN1,0.04699638717083122,6,1.0
ANKFY1,0.013411824377652273,6,0.6666666666666666
ANKH,0.022696878186514332,13,0.7692307692307693
ANKHD1,0.023386395524586306,13,0.9230769230769231
ANKHD1-EIF4EBP3,0.023386395524586306,13,0.9230769230769231
ANKIB1,0.0214277914316891,18,0.7222222222222222
ANKK1,0.0329639452993374,7,1.0
ANKLE1,0.024162654318191167,11,0.8181818181818182
ANKLE2,0.015194826749028237,4,0.75
ANKMY1,0.02764997073191794,13,0.9230769230769231
ANKMY2,0.028343500728597332,12,0.75
ANKRA2,0.024444257696177023,15,0.8
ANKRD1,0.03037353789473369,5,0.4
ANKRD10,0.019528797105547942,8,0.875
