"symbol","K27_AC_rep1","K27_AC_rep2","K27_hMSC_rep1","K27_hMSC_rep2","K27_OB_rep1","K27_OB_rep2"
"ABCB6",2.11566277177868,2.14164415292015,3.0619111752599,2.45701251622821,2.96203564068747,3.0511242463182
"ABCB7",1.12100705885032,1.33138669067186,0.808439364543559,1.17145597457438,0.785991940036492,0.984459151722409
"ABCB8",1.80338164698297,1.82652463690669,3.76200856599174,3.23665775558917,2.59492830110116,2.44411572331393
"ABCB9",2.00941756507123,1.87587452028416,3.0097219200458,2.61616041451716,2.77623116317054,2.60596349659863
"ABCC1",2.74337778829086,2.58415920028173,2.60289353066098,2.63993192161732,3.04829867670856,2.8182974469627
"ABCC10",1.82598485046377,1.76405086796653,2.57358430536856,1.90696238068105,2.54212755490059,2.29947106723009
"ABCC11",1.44987111572299,1.51629597452035,1.69802464185522,1.54632959704671,1.39747234119112,1.52212583346257
"ABCC12",1.62719313110327,1.68759915875018,3.30270748302544,3.81410840248317,1.98539239272967,1.88794995923312
"ABCC2",4.77876761606392,4.31045741924343,2.63636711945038,3.11628777287151,3.68869810040781,3.48960984723527
"ABCC3",3.78220411122989,3.45770630847807,3.81598218397664,3.84975773696369,3.40353465047712,3.17005386660963
"ABCC4",2.18059618570744,2.12380744235991,1.97794895499311,2.17250379520984,1.85148114003892,1.86816543145975
"ABCC5",2.38221349940972,2.27772081152949,1.97375151797981,1.98777187192403,3.06048253242689,2.91540342461593
"ABCC6",1.1234635707569,1.3193097327704,1.5383131905245,1.16981842112403,1.39305800551601,1.50439347087978
"ABCC8",0.958303650437915,1.19502237231963,1.57448665098846,1.31225652778311,0.977241946233206,1.15018955130439
"ABCC9",2.31738807803677,2.19895186363917,1.20969685559664,1.67485438905494,1.72464394370609,1.82180801351655
"ABCD1",1.23139716321092,1.50161077971815,1.64940116888289,1.48913408300968,1.47082965968296,1.47074849920213
"ABCD2",1.70071575219232,1.75306632324846,1.01206221151729,1.36633028637891,1.07318466303232,1.25237788354788
"ABCD3",2.81449854215565,2.52552485157172,1.48185410673717,1.98137109573672,1.71922590600177,1.72858054612007
"ABCD4",1.6068097969028,1.64409991291063,2.48340366895938,1.88514078693086,2.1888648330661,2.05786147712619
"ABCE1",2.85418769682053,2.57038151560428,1.51118099351455,2.19571316108417,1.74489804068773,1.76762123831388
"ABCF1",2.64091374227875,2.38129234349964,2.42266383797031,2.0439157955466,2.67038592590909,2.45155717454927
"ABCF2",1.92584145921137,1.82278110333476,2.23716081974228,1.83450471177574,2.04081214240498,1.98091894476477
"ABCF2-H2BK1",1.85464640671477,1.76984406657591,2.18425514989579,1.72368458231409,2.03528015885483,1.93224898070594
"ABCF3",2.06422415454778,2.13103593114977,2.89909443816148,2.51896688447417,2.7432088488581,2.68116172125985
"ABCG1",1.72552578404697,1.8339009090586,1.65457128780956,1.40387966324021,2.01891501977254,2.03762721544637
"ABCG2",1.71080830934477,1.75532206048603,1.73254141574648,2.12136400627477,1.79621246010468,1.78975935361567
"ABCG4",1.36398916190468,1.43120243410596,2.64961982741201,1.68736468453945,2.27937254688607,2.41807778805586
"ABCG5",1.49119972835028,1.60893518820944,1.52604607740745,1.44809779589058,1.19163453134794,1.35902461821022
"ABCG8",1.32012860435094,1.54323590358068,1.48786073941843,1.37254563433469,1.23969079684685,1.45223138415097
"ABHD1",1.75595376020264,1.619692462106,2.30568428788313,1.62804426685916,3.19248108908306,3.16713126504396
"ABHD10",3.22682629802954,2.68572447782022,2.05563938115274,3.07893359057052,2.13649642970801,2.15399515864009
"ABHD11",2.07168197925904,2.31433641972622,4.00804270640674,3.07668907186293,2.6409387854168,2.44111156687041
"ABHD12",2.02159282840834,2.12503991709622,2.40595668559287,2.41209401267834,2.56841133567808,2.51690081795112
"ABHD12B",1.7688315361431,1.71066946267379,1.49522872607792,1.55680850389531,1.62935986370035,1.75245568020539
"ABHD13",2.76391731168973,2.83648928654046,1.50994357170872,1.97651209180707,1.96835022441978,2.00442183778688
"ABHD14A",2.94349204232734,2.68282097677823,3.36138404120411,2.99353718030767,3.57514548805216,3.22045077241448
"ABHD14A-ACY1",3.10096937799572,2.89866408108682,3.50825901410151,3.12384129641541,3.83024362669481,3.44962888672869
"ABHD14B",3.05786647968638,2.79522774534741,3.4887993983163,3.00544865315868,3.62315709077473,3.38644962398793
"ABHD15",2.31850252189055,2.54065285670676,2.08280706152397,1.35582544071025,2.8688395431635,2.80317352029751
"ABHD16A",2.04931975988005,2.19145360282968,2.45758776438901,2.44958804870691,2.34397700059296,2.33497602029838
"ABHD16B",0.671490774460035,0.654168248322552,2.51301100080186,1.44300314375702,1.18322216208493,1.51973569636599
"ABHD17A",1.57400308898598,1.59716608058518,2.73573645991261,1.89895108467968,2.59008270757374,2.79421365579903
"ABHD17B",2.61753367325946,2.28922011928184,1.58781166802435,1.9389831816051,1.82887795262017,1.81032581135498
"ABHD17C",1.8759240642729,1.87247121008255,2.08988409874614,2.31475579300459,2.49824776054606,2.39744043665087
"ABHD18",1.71898940478855,1.76133968178753,1.47663145752514,1.71563355269645,1.33822244756483,1.31807919573743
"ABHD2",2.85449812400993,2.5519298462112,2.32548888323869,2.64056332634087,2.72425349862774,2.69404834355055
"ABHD3",2.47468611946903,2.34441133445916,2.03922807111989,2.33461564758288,2.03244259714542,1.98071859312011
"ABHD4",3.21782254122378,3.05262165817549,3.11282141558324,3.26942452168387,4.38414450259205,4.09378079516989
"ABHD5",3.6509860788914,3.22350035725949,2.44164733749415,3.32038184499038,2.3281005396867,2.17612233696505
"ABHD6",2.13543256564735,2.05061395859805,1.99945445478182,2.15592458377681,2.40329757461393,2.29167869592821
"ABHD8",2.42425121301464,2.43284625378145,2.77497245521784,2.32760154035309,3.13925338749145,2.9448204763716
"ABI1",2.55125796829841,2.34424087863707,1.66101067894673,2.03764417992086,1.73390575923391,1.71550840631256
"ABI2",2.53249665183159,2.38625203338878,1.98403646717031,2.57681690234835,1.99723890446833,2.02150851482447
"ABI3",1.21588207033061,1.46588226437217,2.00151514471242,1.69525507298989,1.75041572021974,1.8686756169488
"ABI3BP",2.63024922421034,2.4836585816531,1.766587345553,2.42361987753839,1.60265344203416,1.6864493823733
"ABITRAM",2.59053187699837,2.33833058297552,1.57939127921415,1.96424823343398,1.84715659885765,1.7339795323656
"ABL1",3.57885999237596,3.22222974181877,2.56110956792053,2.77814223928629,2.91181569242711,2.7847363263896
"ABL2",3.53878940324821,3.23181935433668,2.32940311806441,2.98971040238279,2.62192167563324,2.56594145055104
"ABLIM1",1.77601111988091,1.8075633408037,1.39872690802746,1.60007645599826,1.91647483235151,1.92871100049852
"ABLIM2",1.20149306952045,1.38955964446753,2.02485709721584,1.57875387702547,1.57536495258369,1.70970974310159
"ABLIM3",2.74240347503193,2.56249409831576,2.70450585943408,3.15539251958838,2.14853714688232,2.13216144714773
"ABO",0.911608143252389,1.14240575045883,1.36529827938195,1.12880787347697,0.907273827591048,1.10475559947485
"ABR",1.37242284044174,1.63095047328924,2.30357735430253,1.67802885123783,2.36053804265278,2.38190245201221
"ABRA",2.20838527696539,2.21451888813124,1.96225741474985,2.49263286457978,2.8133399180677,2.76293133103729
"ABRACL",2.37754269981689,2.39817484420942,2.1103270789377,2.10487255842694,2.16266253901847,1.97970581636499
"ABRAXAS1",2.18007645397177,2.17431005685364,1.65008069565925,1.86431492035072,1.94402107398665,1.89069464722968
"ABRAXAS2",1.97821060669829,1.86898934400892,1.45900614521874,1.63229902462978,1.82585437472257,1.78695546818646
"ABT1",2.84474361921947,2.23399448416946,2.27103361703789,1.95130517969424,2.20184009469568,1.86424192165997
"ABTB1",1.6648332277266,1.69760395130121,2.99735828318284,1.58637029972152,2.37371200842966,2.31129350924652
"ABTB2",3.19967209039565,2.90462951200096,2.43045113517981,2.44246705153889,3.00740874547745,2.85474271879028
"ABTB3",2.77550400415616,2.58106396848855,2.78199949255599,3.06779229717777,2.81576578945083,2.73529306284121
"ACAA1",1.59684125299647,1.60170176356878,2.21842351087916,1.61558603683562,1.82467625467432,1.96987193280411
"ACAA2",2.64854685872909,2.48439497835956,1.82919931273539,2.25286307038703,1.92048764351315,1.99663955990441
"ACACA",2.4597354052535,2.26917699130973,1.83083223506863,2.16103226770307,2.04170897675689,2.01799394092086
